Name,ID,Industry
YASH TRADING & FINANCE LTD.,YASTF,Other Financial Services
Sword-Edge Commercials Limited,SWORDEDGE,Trading & Distributors
SHERATON PROPERTIES & FINANCE LTD.,ZSHERAPR,Other Financial Services
MAGNANIMOUS TRADE & FINANCE LTD.,MAGANTR,Diversified Commercial Services
CRESSANDA SOLUTIONS LTD.,CRESSAN,IT Enabled Services
Starteck Finance Ltd,STARTECK,Non Banking Financial Company (NBFC)
SHARDUL SECURITIES LTD.,SHARDUL,Stockbroking & Allied
KAPASHI COMMERCIALS LTD.,KAPASHI,Non Banking Financial Company (NBFC)
BENGAL STEEL INDUSTRIES LTD.,BENGALS,Iron & Steel Products
UNIWORTH SECURITIES LTD.,UNIWSEC,Other Textile Products
MERCURY TRADE LINKS LTD.,MERCTRD,Diversified Commercial Services
NIRAV COMMERCIALS LTD.,NIRAVCOM,Trading & Distributors
ASUTOSH ENTERPRISES LTD.,ASUTENT,Trading & Distributors
APOLLO FINVEST (INDIA) LTD.,APOLLOFI,Non Banking Financial Company (NBFC)
ENBEE TRADE & FINANCE LTD.,ENBETRD,Diversified Commercial Services
Ganon Products Ltd,GANONPRO,Trading & Distributors
DEVINSU TRADING LTD.,DEVITRD,Other Financial Services
SHRI JAGDAMBA POLYMERS LTD.,SHRJAGP,Packaging
LLOYDS METALS AND ENERGY LTD.,LLOYDSME,Iron & Steel
PUNCTUAL TRADING LTD.,PUNCTRD,Diversified Commercial Services
SHREE GLOBAL TRADEFIN LTD.,SHRGLTR,Non Banking Financial Company (NBFC)
BETEX INDIA LTD.,BETXIND,Other Textile Products
POLYTEX INDIA LTD.,POLYTEX,Non Banking Financial Company (NBFC)
DHANLAXMI COTEX LTD.,DHANCOT,Trading & Distributors
OASIS SECURITIES LTD.,OASISEC,Non Banking Financial Company (NBFC)
GARNET INTERNATIONAL LTD.,GARNETINT,Investment Company
SHALIMAR PRODUCTIONS LTD.,SHALPRO,Media & Entertainment
VARUN MERCANTILE LTD.,VARUNME,Diversified Commercial Services
DONEAR INDUSTRIES LTD.-$,DONEAR,Other Textile Products
SUPER SALES INDIA LTD.-$,SUPER,Other Textile Products
SEQUENT SCIENTIFIC LTD.,SEQUENT,Pharmaceuticals
STATE TRADING CORPORATION OF INDIA LTD.,STCINDIA,Trading & Distributors
ZENITH EXPORTS LTD.,ZENITHEXPO,Leather And Leather Products
KOHINOOR FOODS LTD.,KOHINOOR,Other Agricultural Products
R.T.EXPORTS LTD.-$,RTEXPO,Trading & Distributors
AVANTI FEEDS LTD.-$,AVANTI,Animal Feed
ZODIAC-JRD-MKJ LTD.,ZODJRDMKJ,Gems- Jewellery And Watches
SITA ENTERPRISES LTD.,SITAENT,Trading & Distributors
PULSAR INTERNATIONAL LTD.,PULSRIN,Trading & Distributors
UNIMODE OVERSEAS LTD.,UNIMOVR,Gems- Jewellery And Watches
Keynote Financial Services Ltd,KEYFINSER,Other Financial Services
ADANI ENTERPRISES LTD.,ADANIENT,Trading - Minerals
MACRO (INTERNATIONAL) EXPORTS LTD.,MACINTR,Trading & Distributors
HARIA EXPORTS LTD.-$,HARIAEXPO,Gems- Jewellery And Watches
BHANDARI HOSIERY EXPORTS LTD.,BHANDHOS,Other Textile Products
RLF LTD.,RLF,Other Textile Products
Regent Enterprises Ltd,REGENTRP,Trading & Distributors
ORBIT EXPORTS LTD.,ORBTEXP,Other Textile Products
SAVERA INDUSTRIES LTD.,SAVERA,Hotels & Resorts
VBC FERRO ALLOYS LTD.-$,VBCFERROQ,Iron & Steel Products
Tata Steel Long Products Ltd,TATASTLLP,Iron & Steel Products
NAVA BHARAT VENTURES LTD.,NBVENTURES,Electric Utilities
HINDUSTHAN UDYOG LTD.,ZHINUDYP,Industrial Machinery
Remi Edelstahl Tubulars Limited,REMIEDEL,Iron & Steel Products
G.S.AUTO INTERNATIONAL LTD.,GSAUTO,Auto Components & Equipments
TRANS-FREIGHT CONTAINERS LTD.,TRANSFRE,Iron & Steel Products
SHIVALIK BIMETAL CONTROLS LTD.,SHBCLQ,Iron & Steel Products
GANDHI SPECIAL TUBES LTD.-$,GANDHITUBE,Iron & Steel Products
AMFORGE INDUSTRIES LTD.,AMFORG,Auto Components & Equipments
ORICON ENTERPRISES LTD.-$,ORICON,Packaging
ACROW INDIA LTD.,ACROW,Iron & Steel Products
STEEL STRIPS INFRASTRUCTURES LTD.,STLSTRINF,Residential- Commercial Projects
NATIONAL STEEL & AGRO INDUSTRIES LTD.,NATNLSTEEL,Iron & Steel Products
UTTAM GALVA STEELS LTD.,UTTAMSTL,Iron & Steel Products
PENNAR INDUSTRIES LTD.-$,PENIND*,Engineering & Construction products
JYOTI STRUCTURES LTD.,JYOTISTRUC,Heavy Electrical Equipment
JAY USHIN LTD.,JAYUSH,Auto Components & Equipments
STEEL STRIPS WHEELS LTD.-$,SSWL,Auto Components & Equipments
MAN INDUSTRIES (INDIA) LTD.-$,MANINDS,Iron & Steel Products
Imec Services Ltd,IMEC,Consulting Services
MODERN STEELS LTD.-$,MDRNSTL,Iron & Steel Products
SYNTHIKO FOILS LTD.,SYNTHFO,Aluminium
Golkonda Aluminium Extrusions Ltd-$,GOLKONDA,Aluminium
Metalyst Forgings Limited,METALFORGE,Castings & Forgings
GUJARAT TOOLROOM LTD.,GUJTLRM,Plastic Products - Industrial
GRAND FOUNDRY LTD.,GRANDFONRY,Iron & Steel Products
AJMERA REALTY & INFRA INDIA LTD.,AJMERA,Residential- Commercial Projects
COCHIN MINERALS & RUTILE LTD.-$,COCHINM,Specialty Chemicals
INDIA STEEL WORKS LTD.,ISWL,Iron & Steel Products
RAJKUMAR FORGE LTD.,RJKMRFR,Castings & Forgings
CARBORUNDUM UNIVERSAL LTD.,CARBORUNIV,Abrasives
MMTC LTD.,MMTC,Trading & Distributors
VALLABH STEELS LTD.-$,VALLABHSQ,Iron & Steel Products
ASHIANA ISPAT LTD.,ASHIS,Iron & Steel Products
P.M.TELELINNKS LTD.,PMTELELIN,Iron & Steel Products
Smiths & Founders (India) Limited,SMFIL,Castings & Forgings
Maitri Enterprises Ltd,MAITRI,Aluminium
TATA METALIKS LTD.,TATAMETALI,Pig Iron
SHAH ALLOYS LTD.,SHAHALLOYS,Iron & Steel Products
JSW Ispat Special Products Ltd,JSWISPL,Sponge Iron
ELANGO INDUSTRIES LTD.,ELANGO,Iron & Steel Products
KANISHK STEEL INDUSTRIES LTD.,KANSHST,Iron & Steel Products
MAHALAXMI SEAMLESS LTD.-$,MAHALXSE,Iron & Steel Products
SIMPLEX CASTINGS LTD.,SIMPLEXCAS,Other Industrial Products
SHREE STEEL WIRE ROPES LTD.,SSWRL,Iron & Steel Products
SOUTHERN MAGNESIUM & CHEMICALS LTD.,SOUTHMG,Industrial Minerals
BARODA EXTRUSION LTD.,BAROEXT,Aluminium- Copper & Zinc Products
GUJARAT CONTAINERS LTD.,GUJCONT,Iron & Steel Products
KALYANI FORGE LTD.,KALYANIFRG,Castings & Forgings
PANCHMAHAL STEEL LTD.,PANCHMAHQ,Iron & Steel Products
ADITYA ISPAT LTD.,ADITYA,Iron & Steel Products
S.R.INDUSTRIES LTD.,SRIND,Other Textile Products
STEELCAST LTD.,STEELCAS,Castings & Forgings
Pitti Engineering Ltd-$,PITTIENG,Industrial Equipments
GLITTEK GRANITES LTD.,GLITTEKG,Other Construction Materials
PRADEEP METALS LTD.,PRADPME,Auto Components & Equipments
Gujarat Natural Resources Limited,GNRL,Oil Exploration & Production
TAMILNADU STEEL TUBES LTD.,TNSTLTU,Iron & Steel Products
SHARDA ISPAT LTD.,SHRDAIS,Iron & Steel Products
MAHAMAYA STEEL INDUSTRIES LTD.,MAHASTEEL,Iron & Steel Products
HINDUSTAN COPPER LTD.,HINDCOPPER,Copper
AXEL POLYMERS LTD.,AXELPOLY,Plastic Products - Industrial
NLC India Ltd,NLCINDIA,Electric Utilities
SPECTRA INDUSTRIES LTD.,SPECTRA,Auto Components & Equipments
KIC METALIKS LTD.,KAJARIR,Iron & Steel
SOLID STONE COMPANY LTD.,SOLIDSTON,Other Construction Materials
SHILP GRAVURES LTD.-$,SHILGRAVQ,Aluminium- Copper & Zinc Products
White Organic Agro Ltd,WHITEORG,Other Agricultural Products
MFS INTERCORP LTD.,MFSINTRCRP,Iron & Steel Products
ARO GRANITE INDUSTRIES LTD.-$,AROGRANITE,Furniture- Home Furnishing- Flooring
HIMACHAL FIBRES LTD.,HIMFIBP,Other Textile Products
RAJKAMAL SYNTHETICS LTD.,RAJKSYN,Other Textile Products
DEEPAK SPINNERS LTD.-$,DEEPAKSP,Other Textile Products
JBF INDUSTRIES LTD.,JBFIND,Petrochemicals
LOYAL TEXTILE MILLS LTD.-$,LOYALTEX,Other Textile Products
HIMATSINGKA SEIDE LTD.,HIMATSEIDE,Other Textile Products
BSL LTD.,BSL,Other Textile Products
Evergreen Textiles Limited,EVERTEX,Other Textile Products
PBM POLYTEX LTD.-$,PBMPOLY,Other Textile Products
ADINATH TEXTILES LTD.,ADINATH,Other Textile Products
KONARK SYNTHETIC LTD.,KONARKSY,Other Textile Products
SURYALATA SPINNING MILLS LTD.-$,SURYALA,Other Textile Products
SURYAVANSHI SPINNING MILLS LTD.-$,SURYVANSP,Other Textile Products
T T LTD.-$,TTL,Other Textile Products
WELSPUN INDIA LTD.,WELSPUNIND,Other Textile Products
INDIAN ACRYLICS LTD.,INDIANACRY,Petrochemicals
GANESHA ECOSPHERE LTD.,GANECOS,Other Textile Products
CEETA INDUSTRIES LTD.,CEETAIN,Other Construction Materials
VARDHMAN POLYTEX LTD.,VARDMNPOLY,Other Textile Products
BLACK ROSE INDUSTRIES LTD.,BLACKROSE,Specialty Chemicals
S&T CORPORATION LTD.,STCORP,Other Textile Products
SUMEET INDUSTRIES LTD.-$,SUMEETINDS,Other Textile Products
BINNY LTD.,BINNY,Residential- Commercial Projects
RAMGOPAL POLYTEX LTD.,RAMGOPOLY,Trading & Distributors
SANGAM (INDIA) LTD.,SANGAMIND,Other Textile Products
TTL Enterprises Ltd,TTLEL,Trading & Distributors
IKAB SECURITIES & INVESTMENT LTD.,IKAB,Investment Company
Kush Industries Ltd,KUSHIND,Other Textile Products
SREECHEM RESINS LTD.,SRECR,Commodity Chemicals
SURBHI INDUSTRIES LTD.,SURBHIN,Other Textile Products
SEASONS TEXTILES LTD.-$,SEASONST,Other Textile Products
ZENITH FIBRES LTD.-$,ZENIFIB,Other Textile Products
BHILWARA SPINNERS LTD.,BHILSPIN,Other Textile Products
AARVEE DENIMS & EXPORTS LTD.,AARVEEDEN,Other Textile Products
SANRHEA TECHNICAL TEXTILES LTD.,SANTETX,Other Textile Products
ASHIMA LTD.,ASHIMASYN,Other Textile Products
PIONEER EMBROIDERIES LTD.-$,PIONEEREMB,Other Textile Products
VIPPY SPINPRO LTD.,VIPPYSP,Other Textile Products
JAIHIND SYNTHETICS LTD.,JAIHINDS,Other Textile Products
RAGHUVIR SYNTHETICS LTD.,RAGHUSYN,Other Textile Products
JATTASHANKAR INDUSTIES LTD.,JATTAINDUS,Other Textile Products
KAMADGIRI FASHION LTD.-$,KAMADGIRI,Other Textile Products
PATSPIN INDIA LTD.,PATSPINLTD,Other Textile Products
One Global Service Provider Ltd,ONEGLOBAL,Healthcare Service Provider
NEO INFRACON LTD.,NEOINFRA,Residential- Commercial Projects
Genesis Ibrc India Ltd,GENESIS,Biotechnology
PREMIER POLYFILM LTD.,PREMIERPOL,Plastic Products - Industrial
EVERLON SYNTHETICS LTD.,EVERLON,Other Textile Products
K&R Rail Engineering Ltd,KRRAIL,Engineering- Designing & Construction
YARN SYNDICATE LTD.,YARNSYN,Trading & Distributors
GUJARAT COTEX LTD.,GUJCOTEX,Other Textile Products
Atlas Jewellery India Limited,AJIL,Gems- Jewellery And Watches
GARWARE SYNTHETICS LTD.,GARWSYN,Trading & Distributors
SHARAD FIBRES & YARN PROCESSORS LTD.,SHARDFI,Other Textile Products
SARUP INDUSTRIES LTD.-$,SARUPINDUS,Gems- Jewellery And Watches
Mangalam Organics Limited,MANORG,Commodity Chemicals
HINDUSTAN ADHESIVES LTD.,HINDADH,Plastic Products - Industrial
Blue Pearl Texspin Limited,BPTEX,Commodity Chemicals
SRI KPR INDUSTRIES LTD.,SRIKPRIND,Plastic Products - Industrial
JYOTI RESINS & ADHESIVES LTD.,JYOTIRES,Specialty Chemicals
MAHALAXMI RUBTECH LTD.,MHLXMIRU,Other Textile Products
SOUTHERN LATEX LTD.,SOUTLAT,Other Textile Products
OSWAL YARNS LTD.,OSWAYRN,Trading & Distributors
WINSOME TEXTILE INDUSTRIES LTD.-$,WINSOMTX,Other Textile Products
Asahi Industries Limited,ASAHIIND,Other Textile Products
THAMBBI MODERN SPINNING MILLS LTD.,THAMBBI,Other Textile Products
MODERN INSULATORS LTD.,MODINSU,Other Electrical Equipment
ASAHI INDIA GLASS LTD.,ASAHIINDIA,Auto Components & Equipments
MURUDESHWAR CERAMICS LTD.,MURUDCERA,Furniture- Home Furnishing- Flooring
SAINT-GOBAIN SEKURIT INDIA LTD.,SAINTGOBAIN,Auto Components & Equipments
Anant Raj Limited-$,ANANTRAJ,Residential- Commercial Projects
MADHUSUDAN INDUSTRIES LTD.,MADHUDIN,Edible Oil
RESTILE CERAMICS LTD.,RESTILE,Furniture- Home Furnishing- Flooring
MADHAV MARBLES & GRANITES LTD.,MADHAV,Furniture- Home Furnishing- Flooring
Ramasigns Industries Ltd,RAMASIGNS,Trading & Distributors
HINDUSTHAN NATIONAL GLASS & INDUSTRIES LTD.-$,HINDNATGLS,Packaging
Haldyn Glass Ltd-$,HALDYNGL,Packaging
Duroply Industries Ltd,DUROPLY,Plywood Boards/ Laminates
SHREYANS INDUSTRIES LTD.-$,SHREYANIND,Paper & Paper Products
STAR PAPER MILLS LTD.,STARPAPER,Paper & Paper Products
Yash Pakka Ltd-$,YASHPAKKA,Paper & Paper Products
SARDA PAPERS LTD.,SARDAPPR,Paper & Paper Products
NATIONAL PLYWOOD INDUSTRIES LTD.,NATPLY,Forest Products
Arrow Greentech Ltd,ARROWGREEN,Packaging
VISHNU CHEMICALS LTD.,VISHNU,Specialty Chemicals
JUMBO BAG LTD.,JUMBO,Packaging
N.R.AGARWAL INDUSTRIES LTD.,NRAGRINDQ,Paper & Paper Products
3P Land Holdings Ltd,3PLAND,Investment Company
SANGAL PAPERS LTD.,SANPA,Paper & Paper Products
VENTURA TEXTILES LTD.,VENTURA,Other Textile Products
SHREE KARTHIK PAPERS LTD.,SHKARTP,Paper & Paper Products
SOUTH INDIA PAPER MILLS LTD.,STHINPA,Paper & Paper Products
Scandent Imaging Limited,SCANDENT,Healthcare Service Provider
VINDHYA TELELINKS LTD.,VINDHYATEL,Telecom - Infrastructure
RUTTONSHA INTERNATIONAL RECTIFIER LTD.,RIR,Other Electrical Equipment
ADOR WELDING LTD.,ADORWELD,Electrodes
INTERNATIONAL DATA MANAGEMENT LTD.,IDM,Consulting Services
SALZER ELECTRONICS LTD.-$,SALZER,Other Electrical Equipment
JETKING INFOTRAIN LTD.,JETKINGQ,E-Learning
IND-AGIV COMMERCE LTD.,INDAGIV,Trading & Distributors
APLAB LTD.-$,APLAB,Other Electrical Equipment
PCS TECHNOLOGY LTD.,PCS,IT Enabled Services
USHA MARTIN LTD.,USHAMART,Iron & Steel Products
SPEL SEMICONDUCTOR LTD.,SPELS,Other Electrical Equipment
SUBROS LTD.,SUBROS,Auto Components & Equipments
Pervasive Commodities Ltd,PERVASIVE,Trading & Distributors
HONEYWELL AUTOMATION INDIA LTD.,HONAUT,Industrial Electronics
SWITCHING TECHNOLOGIES GUNTHER LTD.,SWITCHTE,Other Electrical Equipment
LUMAX INDUSTRIES LTD.,LUMAXIND,Auto Components & Equipments
Digispice Technologies Ltd-$,DIGISPICE,IT Enabled Services
PAE LTD.,PAEL,Batteries - Automobile
CALCOM VISION LTD.,CALCOM,Consumer Electronics
DYNAVISION LTD.,DYNAVSN,Diversified Commercial Services
BCC FUBA INDIA LTD.,BCCFUBA,Computers Hardware & Equipments
PRECISION ELECTRONICS LTD.,PRECISIO,Industrial Equipments
FINE-LINE CIRCUITS LTD.,FINELINE,Computers Hardware & Equipments
HBL POWER SYSTEMS LTD.-$,HBLPOWER,Other Electrical Equipment
Gujarat Poly Electronics Ltd,GUJARATPOLY,Other Electrical Equipment
GUJARAT INDUSTRIES POWER CO.LTD.,GIPCL,Electric Utilities
SAVANT INFOCOMM LTD.,SAVINFOCO,Other Electrical Equipment
CMI LTD.,CMI,Cables - Electricals
MOTHERSON SUMI SYSTEMS LTD.,MOTHERSUMI,Auto Components & Equipments
MINDTECK (INDIA) LTD.,MINDTECK,Computers - Software & Consulting
HAVELLS INDIA LTD.,HAVELLS,Consumer Electronics
ACI INFOCOM LTD.,ACIIN,Computers Hardware & Equipments
SBEC SYSTEMS (INDIA) LTD.,SBECSYS,Trading & Distributors
INCAP LTD.,INCAP,Other Electrical Equipment
GUJARAT INTRUX LTD.-$,GUJINTRX,Castings & Forgings
IGARASHI MOTORS INDIA LTD.,IGARASHI,Auto Components & Equipments
Symphony Limited,SYMPHONY,Consumer Electronics
PAN ELECTRONICS INDIA LTD.,PANELEC,Industrial Equipments
VXL INSTRUMENTS LTD.,VXLINSTR,Consumer Electronics
SHYAM TELECOM LTD.,SHYAMTEL,Trading & Distributors
LEE & NEE SOFTWARES (EXPORTS) LTD.,LEENEE,IT Enabled Services
PATELS AIRTEMP (INDIA) LTD.,PATELSAI,Industrial Equipments
Butterfly Gandhimathi Appliances Ltd,BUTTERFLY,Household Appliances
INTEGRA SWITCHGEAR LTD.,INTEGSW,Other Electrical Equipment
Athena Global Technologies Ltd-$,ATHENAGLO,Computers - Software & Consulting
NARMADA MACPLAST DRIP IRRIGATION SYSTEMS LTD.,NARMP,Plastic Products - Industrial
DUTRON POLYMERS LTD.-$,DUTRON,Plastic Products - Industrial
R.S.SOFTWARE INDIA LTD.,RSSOFTWARE,Computers - Software & Consulting
MAGNA ELECTRO CASTINGS LTD.-$,MAGNAELQ,Castings & Forgings
MARSONS LIMITED,MARSONS,Other Electrical Equipment
ELNET TECHNOLOGIES LTD.-$,ELNET,IT Enabled Services
Accel Ltd,ACCEL,Computers - Software & Consulting
WEBSOL ENERGY SYSTEM LTD.,WEBELSOLAR,Other Electrical Equipment
ROTO PUMPS LTD.,ROTO,Compressors & Pumps
TTK PRESTIGE LTD.,TTKPRESTIG,Household Appliances
D&H India Ltd-$,DHINDIA,Industrial Equipments
RAJRATAN GLOBAL WIRE LTD.,RAJGLOWIR,Auto Components & Equipments
Surana Telecom And Power Limited,SURANAT&P,Electric Utilities
ONWARD TECHNOLOGIES LTD.,ONWARDTEC,IT Enabled Services
CENTUM ELECTRONICS LTD.,CENTUM,Industrial Electronics
ALFA TRANSFORMERS LTD.,ALFATRAN,Other Electrical Equipment
STARLITE COMPONENTS LTD.,STARLITE,Trading & Distributors
NHC FOODS LTD.,NHCFOODS,Other Food Products
PVP VENTURES LTD.,PVP,Residential- Commercial Projects
TRIGYN TECHNOLOGIES LTD.,TRIGYN,Computers - Software & Consulting
KEI INDUSTRIES LTD.,KEI,Cables - Electricals
IMP POWERS LTD.,INDLMETER,Heavy Electrical Equipment
KEERTHI INDUSTRIES LTD.,KEERTHI,Cement & Cement Products
BHEEMA CEMENTS LTD.,BHEEMACEM,Cement & Cement Products
GUJARAT SIDHEE CEMENT LTD.,GSCLCEMENT,Cement & Cement Products
SURAJ PRODUCTS LTD.,SURAJ,Iron & Steel Products
ANJANI PORTLAND CEMENT LTD.-$,APCL,Cement & Cement Products
Modi Naturals Limited,MODINATUR,Other Agricultural Products
PRASHANT INDIA LTD.,PRSNTIN,Other Textile Products
SHAH FOODS LTD.,SHAHFOOD,Packaged Foods
KHANDELWAL EXTRACTION LTD.,ZKHANDEN,Other Agricultural Products
TASTY BITE EATABLES LTD.,TASTYBIT,Packaged Foods
RITESH INTERNATIONAL LTD.,RITESHIN,Commodity Chemicals
AVT NATURAL PRODUCTS LTD.,AVTNPL,Other Agricultural Products
HINDUSTAN FOODS LTD.,HNDFDS,Diversified FMCG
NAHAR INDUSTRIAL ENTERPRISES LTD.-$,NAHARINDUS,Other Textile Products
VADILAL ENTERPRISES LTD.,VADILENT,Dairy Products
VADILAL INDUSTRIES LTD.-$,VADILALIND,Dairy Products
ASHIANA AGRO INDUSTRIES LTD.,ASHAI,Edible Oil
ADF FOODS LTD.-$,ADFFOODS,Packaged Foods
Retro Green Revolution Ltd,RGRL,Tea & Coffee
WILLIAMSON FINANCIAL SERVICES LTD.,WILLIMFI,Non Banking Financial Company (NBFC)
AJANTA SOYA LTD.,AJANTSOY,Edible Oil
WILLIAMSON MAGOR & COMPANY LTD.,WILLAMAGOR,Non Banking Financial Company (NBFC)
Richirich Inventures Limited,RICHIRICH,Trading & Distributors
Superior Industrial Enterprises Limited,SIEL,Edible Oil
SARDA PROTEINS LTD.,SRDAPRT,Edible Oil
Sanwaria Consumer Ltd-$,SANWARIA,Other Food Products
PRIMA AGRO LTD.,PRIMAGR,Other Agricultural Products
TARAI FOODS LTD.,TARAI,Other Agricultural Products
MODERN DAIRIES LTD.,MODAIRY,Packaged Foods
BAMBINO AGRO INDUSTRIES LTD.,BAMBINO,Packaged Foods
PRIME INDUSTRIES LTD.,PRIMIND,Edible Oil
VIKAS WSP LTD.,VIKASWSP,Other Agricultural Products
Jatalia Global Ventures Ltd,JATALIA,IT Enabled Services
VSF PROJECTS LTD.,VSFPROJ,Civil Construction
BANSISONS TEA INDUSTRIES LTD.,BANSTEA,Tea & Coffee
POONA DAL & OIL INDUSTRIES LTD.,POONADAL,Edible Oil
TRANSGLOBE FOODS LTD.,TRANSFD,Other Beverages
ANIK INDUSTRIES LTD.,ANIKINDS,Trading & Distributors
SHARAT INDUSTRIES LTD.,SHINDL,Animal Feed
Datiware Maritime Infra Ltd,DATIWARE,Shipping
KMG MILK FOOD LTD.,KMGMILK,Packaged Foods
KSE LTD.-$,KSE,Packaged Foods
PIONEER AGRO EXTRACTS LTD.,PIONAGR,Edible Oil
NARBADA GEMS AND JEWELLERY LTD.,NARBADA,Gems- Jewellery And Watches
VIRAT CRANE INDUSTRIES LTD.,VIRATCRA,Dairy Products
IB INFOTECH ENTERPRISES LTD.,IBINFO,Other Agricultural Products
Ambar Protein Industries Ltd,AMBARPIL,Edible Oil
CHORDIA FOOD PRODUCTS LTD.,CHORDIA,Packaged Foods
CIAN Agro Industries & Infrastructure Ltd,CIANAGRO,Edible Oil
TAI INDUSTRIES LTD.-$,TAIIND,Trading & Distributors
N.K.INDUSTRIES LTD.,NKIND,Edible Oil
BKV INDUSTRIES LTD.,BKV,Packaged Foods
NCC BLUE WATER PRODUCTS LTD.,NCCBLUE,Packaged Foods
ASIAN TEA & EXPORTS LTD.-$,ASIANTNE,Trading & Distributors
Heritage Foods Limited,HERITGFOOD,Dairy Products
SIMRAN FARMS LTD.,SIMRAN,Animal Feed
DFM FOODS LTD.,DFM,Packaged Foods
CCL PRODUCTS (INDIA) LTD.,CCL,Tea & Coffee
Kellton Tech Solutions Ltd.,KELLTONTEC,Computers - Software & Consulting
SURYO FOODS & INDUSTRIES LTD.,SURFI,Packaged Foods
INTEGRATED PROTEINS LTD.,INTEGFD,Edible Oil
MAHAAN FOODS LTD.,MAHAANF,Packaged Foods
RICO AUTO INDUSTRIES LTD.,RICOAUTO,Auto Components & Equipments
OMAX AUTOS LTD.,OMAXAUTO,Auto Components & Equipments
MUNJAL SHOWA LTD.,MUNJALSHOW,Auto Components & Equipments
JAMNA AUTO INDUSTRIES LTD.,JAMNAAUTO,Auto Components & Equipments
SUNDARAM-CLAYTON LTD.,SUNCLAYLTD,Auto Components & Equipments
Jtekt India Ltd,JTEKTINDIA,Auto Components & Equipments
MUNJAL AUTO INDUSTRIES LTD.,MUNJALAU,Auto Components & Equipments
JAY BHARAT MARUTI LTD.,JAYBARMARU,Auto Components & Equipments
RACL Geartech Ltd,RACLGEAR,Auto Components & Equipments
SAMKRG PISTONS & RINGS LTD.-$,SAMKRG,Auto Components & Equipments
EAST COAST STEEL LTD.,ECSTSTL,Iron & Steel Products
SICAL LOGISTICS LTD.,SICAL,Logistics Solution Provider
RATNAMANI METALS & TUBES LTD.-$,RATNAMANI,Iron & Steel Products
VESUVIUS INDIA LTD.,VESUVIUS,Refractories
AUTOMOTIVE STAMPINGS & ASSEMBLIES LTD.,ASAL,Auto Components & Equipments
ARCEE INDUSTRIES LTD.,ARCEEIN,Plastic Products - Industrial
ABC INDIA LTD.-$,ABCINDQ,Road Transport
BALURGHAT TECHNOLOGIES LTD.,BALTE,Road Transport
COASTAL ROADWAYS LTD.,COARO,Road Transport
SIBAR AUTO PARTS LTD.,SIBARAUT,Auto Components & Equipments
SHREYAS SHIPPING & LOGISTICS LTD.,SHREYAS,Shipping
Starlog Enterprises Ltd,STARLOG,Port & Port services
SHIVA SUITINGS LTD.,SHVSUIT,Trading & Distributors
Titan Intech Ltd,TITANIN,Other Textile Products
EUROTEX INDUSTRIES & EXPORTS LTD.,EUROTEXIND,Other Textile Products
INDO COUNT INDUSTRIES LTD.,ICIL,Other Textile Products
MARAL OVERSEAS LTD.,MARALOVER,Other Textile Products
SOMA TEXTILES & INDUSTRIES LTD.,SOMATEX,Other Textile Products
SOURCE INDUSTRIES (INDIA) LTD.,SOURCEIND,Other Textile Products
ADVANCE LIFESTYLES LTD.,ADVLIFE,Other Textile Products
KAKATIYA TEXTILES LTD.,KAKTEX,Other Textile Products
Perfect-Octave Media Projects Ltd,OCTAVE,TV Broadcasting & Software Production
TRIDENT LTD.,TRIDENT,Other Textile Products
HISAR SPINNING MILLS LTD.,HISARSP,Other Textile Products
ALOK INDUSTRIES LTD.,ALOKTEXT,Other Textile Products
PASARI SPINNING MILLS LTD.,PASARI,Other Textile Products
SPENTEX INDUSTRIES LTD.,SPENTEX,Other Textile Products
AMARJOTHI SPINNING MILLS LTD.,AMARJOTHI,Other Textile Products
OLYMPIA INDUSTRIES LTD.,OLYMPTX,Internet & Catalogue Retail
NAGREEKA EXPORTS LTD.-$,NAGREEKEXP,Other Textile Products
SUDITI INDUSTRIES LTD.,SUDTIND-B,Other Textile Products
Shree Bhavya Fabrics Ltd,SBFL,Other Textile Products
GEM SPINNERS INDIA LTD.,GEMSPIN,Other Textile Products
EUREKA INDUSTRIES LTD.,EUREKAI,Other Textile Products
ADITYA SPINNERS LTD.,ADITYASP,Other Textile Products
PRIME URBAN DEVELOPMENT INDIA LTD.,PRIMEURB,Residential- Commercial Projects
DHANLAXMI FABRICS LTD.,DHANFAB,Other Textile Products
SRI LAKSHMI SARASWATHI TEXTILES (ARNI) LTD.-$,SLSTLQ,Other Textile Products
ZODIAC CLOTHING CO.LTD.,ZODIACLOTH,Garments & Apparels
SRI RAMAKRISHNA MILLS (COIMBATORE) LTD.-$,SRMCL,Other Textile Products
SUPER SPINNING MILLS LTD.,SUPERSPIN,Other Textile Products
UNITED TEXTILES LTD.,UNITEDTE,Other Textile Products
SIL INVESTMENTS LTD.,SILINV,Investment Company
SURYALAKSHMI COTTON MILLS LTD.,SURYALAXMI,Other Textile Products
SAMTEX FASHIONS LTD.-$,SAMTEX,Garments & Apparels
CITYMAN LTD.,CITYMAN,Gems- Jewellery And Watches
DHANALAXMI ROTO SPINNERS LTD.,DHANROTO,Other Textile Products
DAMODAR INDUSTRIES LTD.-$,DAMOINDUS,Other Textile Products
SANBLUE CORPORATION LTD.,SANBLUE,Trading - Textile Products
UNIROYAL INDUSTRIES LTD.,UNIROYAL,Other Textile Products
TATIA GLOBAL VENNTURE LTD.,TATIAGLOB,Residential- Commercial Projects
SUNIL INDUSTRIES LTD.,SUNILTX,Trading & Distributors
